pmid	title	abstract
40229913	Current and future habitat suitability of northern fur seals and overlap with the commercial walleye pollock fishery in the eastern Bering Sea.	Understanding the abiotic and biotic drivers of species distribution is critical for climate-informed ecosystem management. We aimed to understand habitat selection of northern fur seals in the eastern Bering Sea, a declining population that is also a key predator of walleye pollock, the target species for the largest U.S. commercial fishery.
40229912	Mpox-related stigma and healthcare-seeking behavior among men who have sex with men.	The 2022 global mpox outbreak highlighted significant public health challenges, with men who have sex with men (MSM) accounting for 86.7% of confirmed cases. As a high-risk group, MSM faced not only the direct health impacts of mpox but also an additional burden of stigma and discrimination, which severely hindered their willingness to seek care and access timely medical services. This article explores mpox-related stigma and discrimination and their profound impact on healthcare-seeking behaviors among MSM, drawing on evidence from global studies. We examine how stigma affects individual decision-making and has broader public health implications by exacerbating healthcare delays during the outbreak. In response, we propose actionable strategies to mitigate stigma, including providing accurate and responsible communication, strengthening community and social support network, building capacity for frontline workers, and engaging affected individuals for effective intervention. By integrating stigma-reduction measures into pandemic preparedness and response, public health systems can better support vulnerable populations, improve healthcare access, and ensure a more effective response to future outbreaks.
40229911	Our tools redefine what it means to be us: perceived robotic agency decreases the importance of agency in humanity.	Past work has primarily focused on how the perception of robotic agency influences human-robot interaction and the evaluation of robotic progress, while overlooking its impact on reconsidering what it means to be human. Drawing on social identity theory, we proposed that perceived robotic agency diminishes the importance of agency in humanity. We conducted three experiments (N = 920) to test this assumption. Experiments 1 and 2 manipulated perceived robotic agency. Experiments 2 and 3 separately measured and manipulated distinctiveness threat to investigate the underlying mechanism. Results revealed that high (vs. low) perceived robotic agency reduced ratings of the essentiality of agency in defining humanity (Experiments 1 and 2); distinctiveness threat accounted for this effect (Experiments 2 and 3). The findings contribute to a novel understanding of how ascriptions of humanity are evolving in the AI era.
40229910	Reaching the unreachable: a mixed-method evaluation of multidimensional healthcare model addressing the healthcare service gaps in hard-to-reach Northern riverine Bangladesh.	Hard-to-reach riverine communities of northern Bangladesh face unique challenges in healthcare services. Friendship, an international social purpose organization, implemented a 3-tier healthcare model addressing these unique challenges over the past 20 years. This study evaluated Friendship's 3-tier healthcare model in the northern riverine area, assessing service-seeking practices, experiences, stakeholders' perceptions, and cost benefits for beneficiaries.
40229908	Extracellular vesicle-derived miRNA-mediated cell-cell communication inference for single-cell transcriptomic data with miRTalk.	MicroRNAs are released from cells in extracellular vesicles (EVs), representing an essential mode of cell-cell communication (CCC) via a regulatory effect on gene expression. Single-cell RNA-sequencing technologies have ushered in an era of elucidating CCC at single-cell resolution. Herein, we present miRTalk, a pioneering approach for inferring CCC mediated by EV-derived miRNA-target interactions (MiTIs). The benchmarking against simulated and real-world datasets demonstrates the superior performance of miRTalk, and the application to four disease scenarios reveals the in-depth MiTI-mediated CCC mechanisms. Collectively, miRTalk can infer EV-derived MiTI-mediated CCC with scRNA-seq data, providing new insights into the intercellular dynamics of biological processes.
40229907	Resting-state blink rate does not increase following very-light-intensity exercise, but individual variation predicts executive function enhancement levels.	Acute physical exercise, even at a very-light-intensity, potentiates prefrontal cortex activation and improves executive function. The underlying circuit mechanisms in the brain remain poorly understood, though we speculate a potential involvement of arousal-related neuromodulatory systems. Recently, our rodent study demonstrated that exercise, even at light-intensity, activates the midbrain dopaminergic neurons. Resting-state spontaneous eye blink rate is linked to brain-arousal neural circuits, and potentially to those modulated by dopaminergic system. We hypothesized that neural substrates linked to resting-state eye blink rate contribute to the cognitive impact of acute very-light-intensity exercise.
40229905	Post-cleavage target residence determines asymmetry in non-homologous end joining of Cas12a-induced DNA double strand breaks.	After Cas12a cleaves its DNA target, it generates a DNA double strand break (DSB) with two compatible 5'-staggered ends. The Cas12a-gRNA complex remains at the protospacer adjacent motif (PAM)-proximal end (PPE) while releasing the PAM-distal end (PDE). The effects of this asymmetric retention on DSB repair are currently unknown.
40229904	IL1RAP is an immunotherapeutic target for normal karyotype triple-mutated acute myeloid leukemia.	Surface antigens of potential clinical significance remain under-characterized in AML. The European Leukemia Network classifies normal karyotype AML (NK-AML) mutated for NPM1 (NPM1c) as a distinct entity associated with favorable outcomes if not associated with FLT3-ITD mutation. A subset of NPM1c NK-AML shows additional mutations in 2 genes: FLT3 (FLT3-ITD) and DNMT3 A. These leukemias, also referred to as NK triple mutated AML (NKt-AML), are particularly difficult to eradicate with current treatment options. Therefore, novel therapies are necessary that use proteins specifically expressed at the surface.
40229903	Protein C in adult patients with sepsis: from pathophysiology to monitoring and supplementation.	Protein C (PC) plays a crucial role in modulating inflammation and coagulation in sepsis. Its anticoagulant and cytoprotective properties are critical in mitigating sepsis-induced coagulopathy, which is associated with high mortality rates. In sepsis, low levels of PC are associated with an elevated risk of multiple organ dysfunction and increased mortality. Routine monitoring of PC levels is not widely implemented but appears relevant in selected populations, such as patients with purpura fulminans, sepsis-induced coagulopathy (SIC), disseminated intravascular coagulopathy (DIC) or hyperinflammatory septic shock phenotypes. Treatment with PC has been limited to PC concentrate approved for paediatric use in congenital PC deficiencies and purpura fulminans, while the efficacy of PC supplementation in sepsis remains a subject of debate. Considering the physiological significance of PC and its role in sepsis pathophysiology, additional studies are necessary to fully elucidate its therapeutic efficacy in specific clinical settings.
40229902	Sevoflurane reduces cardiomyocyte injury in a hypoxia/reoxygenation model of cardiomyocytes through the linc01278/miR-134-5pt regulatory axis.	Ischemia-reperfusion leads to varying degrees of myocardial cell injury. Notably, long noncoding RNA was associated with the protective effect of sevoflurane (Sev) preconditioning against myocardial ischemic injury. Therefore, we further investigated the protective mechanism of Sev-mediated linc01278 against damaged cardiomyocytes by constructing a hypoxia/reoxygenation (HR) model of cardiomyocytes.
40229901	Understanding local determinants of dengue: a geographically weighted panel regression approach in Yogyakarta, Indonesia.	Dengue remains a major public health concern in tropical regions, including Yogyakarta, Indonesia. Understanding its spatiotemporal patterns and determinants is crucial for effective prevention strategies. This study explores the spatiotemporal determinants of dengue incidence and evaluates the spatial variability of predictors using a geographically weighted panel regression (GWPR) approach.
40229900	Safety of Credelio Quattro™ (lotilaner, moxidectin, praziquantel, and pyrantel chewable tablets) in dogs infected with adult heartworms (Dirofilaria immitis).	Credelio Quattro (lotilaner, moxidectin, praziquantel, and pyrantel chewable tablets) is a novel endectocide for monthly oral administration in dogs. The safety of Credelio Quattro was investigated in dogs with pre-existing patent heartworm (Dirofilaria immitis) infections. Heartworm preventive products are tested in heartworm-positive dogs as rapid microfilarial and adult worm death can lead to serious clinical reactions, including death.
40229899	Bi-allelic variants in BRF2 are associated with perinatal death and craniofacial anomalies.	Variants in genes encoding multiple subunits of the RNA Polymerase III complex which synthesizes rRNAs, tRNAs, and other small RNAs were previously associated with neurological disorders, such as syndromic hypomyelination leukodystrophies, pontocerebellar hypoplasia, and cerebellofaciodental syndrome. One new such candidate is BRF2, which encodes a TFIIB-like factor that recruits the RNA polymerase III complex to type 3 promoters to initiate transcription of U6, RnaseP, and 7SK RNAs.
40229898	IgA vasculitis associated with chronic myelomonocytic leukemia.	IgA vasculitis is a predominantly pediatric autoimmune disease characterized by IgA deposit in small vessels. Chronic myelomonocytic leukemia (CMML) is a rare hematological malignancy classified within myelodysplastic syndromes. Here, we present a previously unrecognized case of CMML associated with IgA vasculitis. A 62-year-old woman presented with necrotic and infiltrated purpura and mild arthralgia, primarily affecting the knees and wrists, without gastrointestinal or kidney involvement. A comprehensive screening for other etiologies was unremarkable. Blood tests showed an increase of monocyte count and circulating monocyte phenotyping was consistent with CMML. Bone marrow analysis showed no blast cells or karyotypic abnormalities. Genetic testing identified an NRAS mutation. Autoantibody screening and viral serologies were negative. A skin biopsy revealed small-vessel vasculitis with IgA immune deposits. CMML can be associated with autoimmune diseases, such as polyarteritis nodosa and cutaneous leukocytoclastic vasculitis. However, this is the first report of IgA vasculitis occurring in the context of low risk CMML.
40229897	Profile of the PLAY spaces & environments for children's physical activity, sedentary behaviour and sleep (PLAYCE) cohort study, Western Australia.	Childhood is a critical period for the development of movement behaviours such as physical activity, sleep and sedentary behaviour. The PLAYCE Cohort was established to investigate how movement behaviours change over early to middle childhood, across key behaviour settings and relationships with health and development. An overview of the PLAYCE cohort, summary of key findings to date, and future research opportunities are presented.
40229894	Associations between life stress and athlete burnout: the chain mediation role of mindfulness and cognitive emotion regulation strategies.	Athlete burnout, characterized by emotional and physical exhaustion, reduced accomplishment, and devaluation of sport, is a growing concern in sports psychology. Life stress has been identified as a significant factor associated with athlete burnout, yet the underlying mechanisms remain unclear. This study explores the relationship between life stress and athlete burnout, with a focus on the chain mediation roles of mindfulness and cognitive emotion regulation strategies.
40229893	Mesenchymal stem cell-derived exosomes: an emerging therapeutic strategy for hepatic ischemia-reperfusion injury.	Hepatic ischemia-reperfusion injury (HIRI) severely threatens the success rates of liver surgery and transplantation. Its complex pathological process involves multiple factors such as oxidative stress, inflammatory responses, and ferroptosis, creating an urgent need for new therapeutic strategies. Exosomes derived from mesenchymal stem cells (MSCs) are emerging as a next-generation acellular therapeutic approach. With their outstanding immune-regulatory capabilities, significant reparative functions, and good biocompatibility, they are leading innovations in the field of HIRI treatment. This article provides a systematic comparison of the therapeutic characteristics of MSC-derived exosomes(MSC-EXOs) from four different sources: adipose tissue, bone marrow, umbilical cord, and induced pluripotent stem cells. Although the clinical translation of MSC-EXOs still faces challenges such as variations in isolation methods, large-scale production, and safety assessments, their remarkable therapeutic effects and vast application potential signal the arrival of a new era of precision treatment for HIRI. This review not only provides a comprehensive theoretical foundation to promote the clinical application of MSC-EXOs but also opens up innovative research directions in the field of regenerative medicine.
40229892	Ischemic stroke as a presenting feature of neurosyphilis in an immunocompetent adult and attained complete recovery following treatment: a case report and review of the literature.	Neurosyphilis typically presents with nonspecific symptoms such as behavioral changes or cognitive impairment, rather than an initial stroke.
40229891	Core functions and forms in home-delivered meal programs: a stakeholder-driven approach to identifying essential practices.	The rapid growth of the aging population underscores the need for programs tailored to older adults' complex health needs. Home-delivered meal programs are critical, providing nutrition and socialization support to older adults with greatest economic and social need. However, variations in local implementation complicate our understanding of how specific program practices influence older adult outcomes. This present study applies the core functions and forms framework to identify and prioritize essential home-delivered meal practices-or forms-that can be replicated by other meal programs.
40229890	Fluid balance and outcome in cardiac arrest patients admitted to intensive care unit.	Although shock following cardiac arrest is common and contributes significantly to mortality, the influence of the modalities used to manage the hemodynamic situation, particularly with regard to fluid balance, remains unclear. We evaluated the association between positive fluid balance and outcome after out-of-hospital cardiac arrest (OHCA).
40229887	Reactive astrocyte-derived exosomes enhance intracranial lymphatic drainage in mice after intracranial hemorrhage.	After intracranial hemorrhage (ICH), the formation of primary hematoma foci leads to the development of secondary brain injury factors such as perihematomal edema (PHE) and accumulation of toxic metabolites, which severely affect the survival and prognosis of patients. The intracerebral lymphatic system, proposed by Jeffrey J. Iliff et al., plays an important role in central nervous system (CNS) fluid homeostasis and waste removal, while reactive astrocyte-derived exosomes have shown therapeutic potential in CNS disorders. Our study focuses on the effects of hemin-treated reactive astrocyte-derived exosomes on the functional integrity of the glymphatic system (GLS) after ICH and their potential mechanism of action in repairing brain injury.
40229886	Sports injury risk assessment based on a training and functional movement analysis of young elite equestrian athletes- an exploratory cross-sectional study.	Dressage and show jumping is a high-risk sport, especially for young and professional riders.
40229885	Zinc sulphate attenuates metabolic dysfunctions induced by olanzapine via the reduction of insulin resistance, hepatic oxidative stress, and inflammation in albino rats.	Olanzapine, an atypical antipsychotic drug, is used to treat psychological diseases. However, it's use carries common side effects. Those include weight gain, dyslipidemia, elevated glucose levels, and disrupted oxidative balance. We aimed to test the effect of zinc coadministration to lessen metabolic disturbances, inflammation and oxidative stress in a rat model. Four treatment groups (n = 6) were involved in this investigation. Group 1 was the control group (received no intervention). Group 2 received olanzapine (10 mg/kg, p.o.; daily) for six weeks, whereas Groups 3 and 4 received 50 mg/kg and 100 mg/kg of zinc sulphate (ZnSO<sub>4</sub>,p.o.; daily) respectively, in addition to olanzapine (10 mg/kg p.o.; daily). Following treatment completion, group 2 showed increased levels of stress markers (GSSG, MDA, and NO) and impaired levels of antioxidant markers (CAT, SOD, and GSH). Further, a strong positive correlation between insulin resistance index (HOMA-IR) and IL-6, TNF-α, and MDA of liver. Insulin resistance is a possible manifestation of the oxidative stress burden and the widespread inflammatory environment. In groups 3 and 4, however, ZnSO<sub>4</sub> recovered each of these markers in a dose-dependent manner. Improvements were also noted in other homeostatic markers, such as taurine, coenzyme Q10, ascorbic acid, and vitamin E. Remarkably, in both combination groups, there was a significant improvement in all metabolic indicators of dyslipidemia (triglycerides, total cholesterol) and insulin resistance index. The biochemical study and the histological assessment of the liver slices agreed with the results. Thus, the results clearly suggest that Zinc supplementation can significantly improve oxidative stress, inflammation, metabolic perturbation (dyslipidemia and insulin resistance), and liver injury caused by olanzapine in Albino rats.
40229884	Systematic identification of disease-causing promoter and untranslated region variants in 8040 undiagnosed individuals with rare disease.	Both promoters and untranslated regions (UTRs) have critical regulatory roles, yet variants in these regions are largely excluded from clinical genetic testing due to difficulty in interpreting pathogenicity. The extent to which these regions may harbour diagnoses for individuals with rare disease is currently unknown.
40229881	Defining the LH surge in natural cycle frozen-thawed embryo transfer: the role of LH, estradiol, and progesterone.	Several replacement protocols for frozen-thawed ET (FET) exist, with no advantage of one protocol over the others. In the present retrospective and observational study we aim to evaluate the hormonal changes round the LH surge, for better determination of the LH surge and improving the NC FET outcome. We reviewed the computerized files of all consecutive women admitted to our IVF Institute, between January 1, 2023 and June 30, 2024, who underwent NC FET cycles in our IVF Institute. The elimination of bias in this selection, for the purposes of this study, was achieved by including only patients who had two consecutive hormonal blood tests and transvaginal ultrasound evaluations prior to ovulation, on two days (D- 2) before and one day before ovulation (D- 1). Data on patient demographics and infertility-treatment-related variables were collected from the files. We studied and compared several variable between patients who conceived and those who did not, including the % changes in LH (D- 1 minus D- 2/D- 2), in estradiol (D- 2 minus D- 1/D- 2) and % change in progesterone (D- 1 minus D- 2/D- 2) levels.
40229880	Physicians' views of the use of morphine in palliative care: a cross-sectional survey from a tertiary care centre in Northern Sri Lanka.	Palliative care is not readily available in many lower middle-income countries and Sri Lanka is not an exemption for this. Morphine is one of the key drug available for symptoms (pain and dyspnoea) alleviation among palliative care patients. However, due to various reasons, it was noted that morphine drug was underutilised in palliation. No studies have been done to identify reasons for underutilisation in Northern Sri Lanka. As such, this study attempts to identify factors that limit the usage of morphine in palliative care among physicians working at Teaching Hospital, Jaffna.
40229879	Correction: CMTM6 overexpression confers trastuzumab resistance in HER2‑positive breast cancer.	NA
40229878	A psycho-behavioral perspective research for elderly leisure sports participation via big-data and comparative analyses.	The health of the elderly and the need for research to support them has never been more important. This study aims (a) to analyze the participation behavior of the elderly in leisure sports through big-data analysis and (b) to compare and analyze the motivations, limitations, and satisfaction of participation in leisure sports by age group.
40229876	Serious psychological distress among slum dwellers and unhoused people in Ho Chi Minh City, Vietnam: a pilot study.	Mental health is reported to be a significant issue among slum dwellers and unhoused (homeless) individuals worldwide, particularly those facing housing instability. Ho Chi Minh City, the largest city and industrial hub of Vietnam, has a substantial population experiencing housing instability, although its exact scale has rarely been accurately measured. This study aimed to estimate the prevalence of serious psychological distress among slum dwellers and unhoused individuals in Ho Chi Minh City and to identify factors associated with serious psychological distress.
40229873	Exploring the influence of endometritis diagnostic criteria on uterine involution, milk yield and fertility in dairy cows.	We investigated the impact of different classification schemes for postpartum uterine disease on genital tract involution, milk yield, and reproductive performance in dairy cows. The reproductive tracts of 223 Polish Holstein cows were examined between 21 and 29 days postpartum (median 24 days). Transrectal ultrasonography was employed to assess reproductive tract dimensions, vaginoscopy was used for visual scoring of vaginal discharge, and endometrial cytology with the cytobrush was used to calculate the percentage of polymorphonuclear cells (PMN). The health status of the cows was classified using two diagnostics models. Model 1 categorized cows as healthy (H; <5% PMN and absence of purulent vaginal discharge [PVD0]), subclinical endometritis (SE; ≥5% PMN and PVD0), and further subdivided PVD into three categories: flecks of pus in vaginal discharge (PVD1), mucopurulent discharge (PVD2), or purulent discharge including red-brownish watery fetid discharge (PVD3), irrespective of endometrial PMN%. Model 2 classified cows as healthy (H; <5% PMN and PVD0), subclinical endometritis (SE; ≥5% PMN and ≤ PVD1), and clinical endometritis (CE; ≥5% PMN and > PVD1).
40229871	Caution when analyzing zero events in both arms: reanalysis of anaphylaxis risk for gelatin solutions.	NA
40229870	Open-access healthcare debriefing videos need to incorporate more Safety-II learnings.	Patient safety science and debriefing approaches have historically tended to focus most heavily on Safety-I or "why things go wrong" and learning from unfavorable performance, root cause of adverse outcomes, and improvement opportunities learned from failures. Consequently, rich opportunities for analysis and learning from "why things go right," successful performance, and exploration of how systems succeed, adapt, and perform effectively regardless of outcome-Safety-II-are often underrepresented.
40229868	Promoting iron folic acid consumption using social norms as a mechanism of change in the Reduction in Anemia through Normative Innovations (RANI) project: a randomized controlled trial.	More than 60% of women of reproductive age in Odisha, India are anemic. The national long-term efforts in reducing anemia have focused mostly on the supply side, with a paucity of campaigns on the demand side. Social norms serve as significant determinants of human behavior, but there are few interventions that adopt a social-norms approach to reducing anemia. An intervention was implemented to change descriptive, injunctive, and collective social norms to improve iron folic acid consumption behaviors among women of reproductive age.
40229867	Planning intensive care unit admission after elective major abdominal surgery: good clinical practice document by SIAARTI-SIC-ANIARTI.	Postoperative complications (PCs) are a major cause of mortality following elective major abdominal surgery (EMAS). The increasing complexity of abdominal procedures, particularly in oncology, may significantly affect patient outcomes. However, this has also introduced a higher variability in postoperative management, and the use of tailored approaches to address critical issues such as hemodynamic stabilization, infection management, and respiratory failure. While elective admission to intensive care units (ICU) is a standard practice to manage high-risk surgical patients, ICU resource allocation is often influenced by local practices and bed availability.This document presents a framework for preoperative ICU admission planning after EMAS. It focuses on the identification of patient and surgical risk factors-using established scoring systems-and provides statements to determine ICU admission. The aim is to optimize resource allocation, reduce PCs, and prevent unplanned ICU admissions. This good clinical practice statement was developed through a multidisciplinary panel formed by selected members coming from SIAARTI (Italian Society of Anesthesia Analgesia Resuscitation and Intensive Care), SIC (Italian Society of Surgery) and ANIARTI (National Association of Critical Area Nurses).The designed scientific board developed, through a systematic literature review and a consensus methodology, a roadmap for defining the priorities of perioperative care based on the complexity of the patient and the surgical procedure. Eventually, the panel worked out statements about six voted queries that could have supported the preoperative indication to postoperative ICU admission.Evaluation of patients' characteristics, comorbidities, and surgical factors are all essential to plan ICU admission for immediate postoperative patient care after EMAS.The presence and severity of comorbidities, assessed through various severity scores, play a crucial role in predicting PCs and guiding ICU admission decisions. Tools such as the American Society of Anesthesiologists physical status, Charlson Comorbidity Index, and Rockwood Frailty Index, along with surgical risk scores and intraoperative events, help define the need for intensive care. Preoperative frailty assessment-achieved using the Clinical Frailty Scale-is essential to anticipate postoperative care needs. Finally, during the postoperative phase, continuous monitoring and reassessment in the post-anesthesia care unit are key to determine whether ICU admission is required. Establishing high-dependency units and tailored care pathways based on individual patient needs and available resources will enhance patient outcomes and optimize postoperative care.
40229866	Primary Hepatoid Adenocarcinoma of the Lung: Clues for Cytological Diagnosis.	Hepatoid adenocarcinoma was described in the 1980s, but clear-cut criteria for diagnosis were not settled until the 1990s. Diagnosis was initially based on the increase of serum alpha-fetoprotein associated with the tumour, but with time, it was shown that some lesions with morphological and immunohistochemical features of hepatoid adenocarcinoma were not associated with alpha-fetoprotein elevation and this is no longer required for diagnosis. Recent systematic reviews have described less than 70 cases of primary hepatoid adenocarcinoma of the lung, and most of these cases were diagnosed by biopsy.
40229865	Comparative efficacy and acceptability of resilience-focused interventions for nurses: a systematic review and network meta-analysis of randomized controlled trials.	The mental health of nurses is deteriorating. Maintaining nurses' resilience has become a focal point for future nursing development.
40229862	A preliminary retrospective study of the safety of Vancomycin area under the curve in patients treated with concomitant use of Vancomycin and gentamicin.	Despite numerous studies on safety, acute kidney injury (AKI) caused by vancomycin and/or gentamicin remains a persistent medical issue. However, it remains unclear whether vancomycin AUC below 600 mg·h/L in combination with gentamicin trough level at least below 2 µg/mL are reliable indices to reduce the risk of AKI in patients treated with concomitant vancomycin and gentamicin.
40229860	Multi-parametric profiling of circulating immune cells identifies an expansion of CD25<sup>hi</sup> switched memory B cells in Osteoarthritis.	Osteoarthritis (OA) is a chronic, debilitating disease with no available disease-modifying drugs. Biomarker identification in OA patients has hitherto been limited to serum proteins and bulk epigenomic feature identification.
40229858	Exploration of pharmaceutical graduate course teaching reform under the concept of translational medicine: a case study of the 'biopharmaceuticals and translational medicine' course.	Pharmaceutical graduate education often faces a gap between basic theoretical knowledge and the practical realities of drug research, resulting in a limited understanding of new drug development among graduate students. Therefore, it is necessary to implement pharmaceutical education based on the principles and practices of translational medicine to help students gain a deeper understanding of the drug development process and to cultivate professionals capable of translating basic research findings into clinical applications.
40229856	Vitrectomy, subretinal Tissue plasminogen activator and Intravitreal Gas for submacular haemorrhage secondary to Exudative Age-Related macular degeneration (TIGER): update to study protocol and addition of a statistical analysis plan and health economic analysis plan for a randomised controlled surgical trial.	The vitrectomy, subretinal Tissue plasminogen activator and Intravitreal Gas for submacular haemorrhage secondary to Exudative Age-Related macular degeneration (TIGER) trial is a pan-European, two-group, non-commercial, active-control, observer-masked, superiority, randomised controlled surgical clinical trial of an investigational medicinal product.
