mid	title	abstract
40073123	Indoloquinoline alkaloid neocryptolepine derivative inhibits <i>Botrytis cinerea</i> by targeting thiamine thiazole synthase.	The emergence and rapid spread of multidrug-resistant <i>Botrytis cinerea</i> strains pose a great challenge to the quality and safety of agricultural products and the efficient use of pesticides. Previously unidentified fungicides and targets are urgently needed to combat <i>B. cinerea</i>-associated infections as alternative therapeutic options. In this study, the promising compound Z24 demonstrated efficacy against all tested plant pathogenic fungi. Thiamine thiazole synthase (Bcthi4) was identified as a target protein of Z24 by drug affinity responsive target stability (DARTS), cellular thermal shift assay (CETSA), and surface plasmon resonance (SPR) assays. Molecular docking and enzyme activity experiments have demonstrated that Z24 can affect the function of Bcthi4. Last, mechanistic studies show that Z24 inhibits thiamine biosynthesis by binding to Bcthi4 and induces up-regulation of alternative splicing [alternative 5' splice site (A5SS)] of the <i>Bcthi4</i> gene. In conclusion, by targeting Bcthi4, Z24 has the potential to be developed as a previously unidentified anti-<i>B. cinerea</i> candidate.
40073043	Evaluation of long lasting insecticidal nets in experimental huts and WHO PQT/VCP compliance: A systematic review.	Malaria control in highly endemic regions relies heavily on vector control tools, particularly LLINs. The effectiveness of LLINs varies by eco-epidemiological conditions and brands. A comprehensive review of WHO interim-approved LLIN brands is necessary to address this variability. This systematic review screened 145 articles, refining them to 27 eligible publications, to assess the efficacy of WHO-recommended LLINs, focusing on synthetic pyrethroids and synergists like Piperonyl Butoxide or Pyriproxyfen. The review demonstrated that LLINs impregnated with synthetic pyrethroids, especially when used with synergists, are more effective than regular LLINs. However, adherence to WHO PQT/VCP (World Health Organization Prequalification Unit/Vector Control Product) checklists was inconsistent. Several LLIN pairs which includes candidate and comparator nets showed equal efficacy (100% in both arms), including Olyset Plus vs. Olyset Net, DuraNet vs. PermaNet 3.0, Interceptor G2 vs. Interceptor, MagNet vs. DuraNet, Dawa Plus 3.0 vs. Dawa Plus 2.0, and Veerralin vs. PermaNet 3.0 in terms of mosquito mortality. Significant efficacy differences were noted between various bed net pairs: Interceptor vs CTN (RR: 1.5, 95% CI: 1.28-1.66); Olyset Net Duo vs Olyset Net (RR: 1.1, 95% CI: 1.01-1.18); ICON Maxx vs CTN polyester (RR: 7.7, 95% CI: 3.6-16.31); Dawa Plus 3.0 vs Dawa Plus 2.0 (RR: 2.1, 95% CI: 1.34-3.15); Interceptor G2 vs Interceptor G1 (RR: 0.9, 95% CI: 0.77-0.96). These findings inform the development of improved net designs and ensure alignment with WHO guidelines, enhancing vector control measures. The review supports improved malaria control strategies and sustained LLIN utilization, highlighting the need for LLIN manufacturers to align with WHO guidelines.
40073014	Lipid nanocarrier containing eugenol for denture hygiene: evaluation of efficacy against Candida biofilms.	This article is derived from Irisvaldo Lima Guedes's Master's dissertation and is available at the address: https://sigaa.ufpi.br/sigaa/public/programa/noticias_desc.jsf?lc=pt_BR&id=370&noticia=519307121 Eugenol has demonstrated efficacy against Candida spp., which is highly prevalent in denture wearers. However, the low water solubility and high volatility limit its application. The encapsulation in nanostructured lipid carriers (NLCs) may be a viable approach for developing new sanitizing agents for denture hygiene.
40072826	Re-Evaluating the Use of Glyphosate-based Herbicides: Implications on Fertility.	Glyphosate-based herbicides (GBHs) are the most widely used herbicides in the United States, accounting for 19% of estimated global use. Although the Environmental Protection Agency (EPA) has reaffirmed that the active ingredient glyphosate (GLY) is safe for humans, recent studies on exposure have suggested association with cancer, metabolic disorders, endocrine disruption and infertility, Alzheimer's and Parkinson's disease, and psychological disorders. Current literature on the effects of GLY exposure on reproductive function suggests potential clinical implications on women's reproductive health, including polycystic ovarian syndrome (PCOS), endometriosis, infertility, and adverse pregnancy outcomes. The continued debate surrounding GLY exposure increasingly exemplifies the public health issue surrounding its consequences on female reproductive health, human fertility, and the potential epigenetic effects. In this review, we discuss the potential mechanisms of toxicity and endocrine disruption of GLY on the female reproductive tract and highlight possible implications of GLY exposure on reproductive health outcomes. GLY adversely affects the female reproductive system through increased oxidative stress, endocrine disruption of reproductive hormones, histological changes in ovarian and uterus tissue, and diminished ovarian function in human cell lines and animals. We conclude that increased research efforts are warranted regarding the safety and efficacy of GBH as it pertains to female reproduction, as well as investments in cost-effective alternatives with the potential to reduce GBH usage.
40072761	Environmental ototoxicants: an update.	Approximately 5 years ago, we proposed the establishment of a new category of ototoxicants: environmental ototoxicants, in addition to the recognized categories of occupational and drug-related ototoxicants. Since the publication of our review, the scientific literature has confirmed the potential for hearing impairment (HI) caused by the general population's exposure to various chemicals. However, the extent of this exposure's contribution to the global incidence of hearing loss (HL) has yet to be estimated. Due to the growing health, financial, and social challenges related to HL in the general population, we have reviewed the literature on HL in individuals exposed to environmental chemicals. Additionally, we have broadened the list of environmental ototoxicants to include several previously recognized as occupational ototoxicants. These substances include the following: organophosphate insecticides (OPIs), organochlorine pesticides (OCPs): hexachlorocyclohexane (HCH), dieldrin, dichlorodiphenyldichloroethylene (DDE), and hexachlorobenzene (HCB); pyrethroids, bisphenol A (BPA), benzophenone-3 (BP-3), triclosan (TCS), parabens (PBs), per- and polyfluorinated compounds (PFCs), metals and trace elements (such as cadmium (Cd), lead (Pb), manganese (Mn), iron (Fe), mercury (Hg), selenium (Se), barium (Ba), and arsenic (As)), polycyclic aromatic hydrocarbons (PAHs), volatile organic compounds (VOCs), styrene. Additionally, we have included alcohol, which is widely consumed and known for its ototoxic effects.
40072757	Assessment of the endectocide efficacy of a pour-on topical solution containing fluazuron, fipronil and eprinomectin in cattle.	The present study aimed to evaluate the effectiveness of a new formulation composed of the chemical active ingredients benzoylphenylurea, phenylpyrazole and macrocyclic lactone, which have different mechanisms of action on the most important parasites, such as R. microplus, H. irritans, D. hominis larvae, C. hominivorax larvae and nematodes. The six experiments were conducted in Formiga (Bananal and Bela Vista farms) in the Center-West region of Minas Gerais, Brazil. This study introduces a new topical formulation containing 3.0% Fluazuron, 1.25% Fipronil, and 0.5% Eprinomectin, which has demonstrated high efficacy against R. microplus in both natural (97%) and experimental (95%) infestations. Additionally, the formulation was effective as a larvicide against D. hominis (98%) and C. hominivorax (100%), as well as against H. irritans (98%) and as an anthelmintic (97%). Its broad-spectrum activity and prolonged efficacy make it a tool for managing parasitic infestations in cattle. However, the potential for resistance development and the need for strategic application highlight the importance of integrated control programs that combine chemical and nonchemical approaches to ensure sustainable parasite management.
40072732	PET Coordination Mechanism for the Detecting of Environmental Toxic Analytes: Current Approaches and Future Directions.	Fluorescence-based photoinduced electron transfer (PET) has garnered significant attention in the molecular recognition field in recent years because of its unique and desirable photophysical properties. Recent advancements in PET-based chemosensors have demonstrated their potential for real-time monitoring of pollutants such as heavy metals, pesticides, and organic contaminants in various environmental matrices. This review emphasizes the recent advancements in fluorogenic and chromogenic PET-based chemosensors based on Anthracene, Imidazole, Indole, Pyrrole, Thiazole, Naphthalene, Quinoline, Calix[4]arene, Fluorescein, Quantum Dots, Schiff base compounds and also focusing on their molecular design, sensing mechanisms, and photophysical properties reported from the year 2011 to 2024.
40072721	Differential Responses of the Egg-Larval Parasitoid Chelonus Bifoveolatus To Fall Armyworm-Induced and Constitutive Volatiles of Diverse Maize Genotypes.	The fall armyworm (FAW), Spodoptera frugiperda, is a serious invasive crop pest and threat to food security. Conventional pest control approaches using chemical pesticides can lead to adverse environmental and human health problems calling for safer alternative pest management options. Volatile organic compounds (VOCs) released by plants constitutively and in response to herbivory have been shown to enhance ecologically benign biocontrol alternatives to chemical insecticides for pest management. However, genotypic variations in VOC emissions have also been reported for plant species including maize (Zea mays). Hence, a better insight into the variations in odor profiles of different maize varieties and their corresponding role in recruiting pests' natural enemies are crucial for developing a sustainable biocontrol strategy. Our present study assessed the behavioral responses of the FAW egg-larval parasitoid, Chelonus bifoveolatus (Braconidae: Hymenoptera), to constitutive and induced volatiles from different maize landraces (Jowi Red, Nyamula) and hybrids (SC Duma, DK 777) grown in Kenya and compared their volatile profiles. In a four-arm olfactometer, female parasitoid wasps were significantly attracted to FAW oviposition-induced VOCs from SC Duma and Nyamula. Chemical analysis of test plant volatiles revealed significant variation in the quantity and quality of key bioactive VOCs such as (E)-2-hexenal, α-pinene, (Z)-3-hexenyl acetate, (E)-4,8-dimethyl-1,3,7-nonatriene, α-copaene, (E)-β-farnesene and (E, E)-4,8,12-trimethyl-1,3,7,11-tridecatetraene. Our findings provide more insights into genetic variation in VOCs emission across maize genotypes and the corresponding differences in attraction of pest natural enemies that provide indirect defense. As such, these traits could be exploited to enhance ecologically sustainable pest management strategies.
40072686	Impact of Control Interventions on Malaria Incidence in the General Population of Mali.	The increase in malaria incidence and the reduction of funding for malaria control have highlighted the need to step up efforts in the fight against malaria in Mali. To further refine the malaria control strategy implemented in the country, this study aimed to evaluate the impact of control interventions at the health district level on malaria incidence in the general population.
40072463	Effectiveness of flumioxazin alone and in combination with other herbicides for controlling different weed emergence patterns and species.	Effective weed management is essential for maximizing sugarcane productivity, with pre-emergence herbicides representing a fundamental strategy for controlling weed infestations. The study evaluates the efficacy of flumioxazin, alone and combined with other herbicides, for weed control in sugarcane. A greenhouse experiments assessed control of various weed species: <i>Rottboellia cochinchinensis</i>, <i>Urochloa decumbens</i>, <i>Digitaria horizontalis</i>, <i>Merremia aegyptia</i>, <i>Merremia cissoides</i>, and <i>Ipomoea triloba</i>. The completely randomized 9 × 5 factorial design with four replications with nine herbicide treatments and five sowing intervals, applied in pots containing a dystrophic Red Latosol. Evaluations included percentage control at 35 d after application (DAA) and reduction in dry mass. Results showed flumioxazin alone had variable efficacy, with high initial effectiveness but significant decline over time. In contrast, combinations such as flumioxazin + metribuzin and flumioxazin + diclosulam maintained high efficacy (>90%) throughout all periods. Flumioxazin + isoxaflutole was initially effective but diminished after 20 DAA. Combinations with herbicides of similar half-lives, like metribuzin, suggested synergistic effects, while pairings with longer half-life herbicides, like imazapic, complemented flumioxazin's action. Mixtures of flumioxazin with other herbicides effectively reduced weed dry mass, highlighting the advantage of herbicide combinations for sustained and efficient weed management in sugarcane cultivation. This study emphasizes the importance of herbicide combinations in overcoming management challenges and selecting appropriate herbicides for diverse field conditions.
40071638	Synthesis, Antifungal Activity and In Silico Study of Novel Quinoline Thioether Derivatives Inspired by Natural Quinoline.	Inspired by natural quinoline, a series of novel quinoline derivatives containing thioether groups were designed and synthesized. All target compounds were characterized using 1H NMR, 13C NMR, and HRMS. Their antifungal activities were evaluated in vitro against ten phytopathogenic fungi. Among the synthesized compounds, 3l (4-(allylthio)-8-fluoro-2,3-dimethylquinoline) exhibited significant antifungal activity, with inhibition rates exceeding 80% against Sclerotinia sclerotiorum and Physalospora piricola at 50 μg/mL. The structure-activity relationship (SAR) analysis revealed that the presence of an alkene group in the thioether side chain enhanced antifungal activity. Molecular docking studies with Pyricularia oryzae dihydroorotate dehydrogenase (PoDHODH) indicated that 3l forms a hydrogen bond with His89, while density functional theory (DFT) calculations provided insights into the electronic properties of the compounds. Additionally, ADMET predictions suggested that 3l has favorable pharmacokinetic properties, similar to the commercial fungicide tebufloquin. These findings highlight the potential of 3l as a lead compound for further development of novel antifungal agents.
40071309	Tracking malathion resistance in Spanish Ceratitis capitata populations: prevalence of resistance alleles/haplotypes before and after the withdrawal of malathion.	Field resistance to malathion was reported for Mediterranean fruit fly (medfly), Ceratitis capitata, populations collected in Spain in 2004 and 2005, when medfly control mainly relied on malathion bait sprays. The mutation G328A in the acetylcholinesterase (AChE) gene (Ccace2) was then identified as the main resistance mechanism in a field-derived resistant strain. However, outdoor plant protection products containing malathion were withdrawn from the European Union in 2009 and other insecticides gained importance, such as spinosad and pyrethroids, though other organophosphates were occasionally used for medfly control for a few years.
40071224	Virucidal and Bactericidal Properties of Biocompatible Copper Textiles.	The COVID-19 pandemic highlights the global threat posed by emerging viruses, emphasizing the critical need for effective strategies to combat pathogen transmission. Moreover, alongside emerging viruses, the increasing threat of antimicrobial resistance further reinforces the need to develop novel methods for infection control. Anti-pathogenic coatings on textiles offer a promising solution; in this study, three electroless copper-plated fabrics are evaluated for their antipathogenic properties following International Standards Organisation (ISO) standards. Prior to electroless plating, materials are activated either by immersion in a Pd catalyst solution (material A) or by ink-jet printing Cu/Ag catalyst along the weft (material B) or warp thread (material C). This study demonstrates that activation method influences the materials antipathogenic performance, with all materials achieving complete bactericidal/fungicidal neutralization within 30 min of incubation. Material B exhibits up to 4-log virucidal effects within 1 h against viruses such as coronavirus (OC43, 229E), Influenza A (H1N1), and Rotavirus A. Furthermore, biocompatibility testing indicates that material B exhibited low in vitro cytotoxicity. Textile B demonstrates strong antibacterial results even after one year of accelerated aging with no significant difference (<i>P</i> = 0.74) in efficiency against MRSA, highlighting promising applications for infection control in clinical settings reducing pathogen transmission, nosocomial infections and the associated economic burden.
40071128	Unlocking the potential of ecofriendly guardians for biological control of plant diseases, crop protection and production in sustainable agriculture.	Several beneficial microbial strains inhibit the growth of different phytopathogens and commercialized worldwide as biocontrol agents (BCAs) for plant disease management. These BCAs employ different strategies for growth inhibition of pathogens, which includes production of antibiotics, siderophores, lytic enzymes, bacteriocins, hydrogen cyanide, volatile organic compounds, biosurfactants and induction of systemic resistance. The efficacy of antagonistic strains could be further improved through genetic engineering for better disease suppression in sustainable farming practices. Some antagonistic microbial strains also possess plant-growth-promoting activities and their inoculation improved plant growth in addition to disease suppression. This review discusses the characterization of antagonistic microbes and their antimicrobial metabolites, and the application of these BCAs for disease control. The present review also provides a comprehensive summary of the genetic organization and regulation of the biosynthesis of different antimicrobial metabolites in antagonistic strains. Use of molecular engineering to improve production of metabolites in BCAs and their efficacy in disease control is also discussed. The application of these biopesticides will reduce use of conventional pesticides in disease control and help in achieving sustainable and eco-friendly agricultural systems.
40071038	Crystal structure and Hirshfeld-surface analysis of the pesticide etoxazole.	Etoxazole (C<sub>21</sub>H<sub>23</sub>F<sub>2</sub>NO<sub>2</sub>), systematic name 4-(4-<i>tert</i>-butyl-2-eth-oxy-phen-yl)-2-(2,6-di-fluoro-phen-yl)-4,5-di-hydro-1,3-oxazole, is a fluorinated insecticide and acaricide that inhibits chitin biosynthesis, disrupting insect development by preventing proper exoskeleton formation. Widely used in agriculture since 1998, it is readily absorbed by plant tissues and translocates within leaves. Metabolic studies have identified several oxidative degradation products, while toxicol-ogical assessments have examined potential effects, including oxidative stress. This study presents a detailed crystallographic and Hirshfeld surface analysis of etoxazole. The mol-ecule consists of a central di-hydro-oxazole ring flanked by 2,6-di-fluoro-phenyl and 4-<i>tert</i>-butyl-2-eth-oxy-phenyl groups, each twisted relative to the oxazole core. The di-hydro-oxazole ring is nearly planar, with the substituted phenyl rings forming dihedral angles of 44.20 (4)° and 47.87 (4)° with the mean plane of the di-hydro-oxazole. The eth-oxy group exhibits a dihedral angle of 15.04 (11)° to the <i>tert</i>-butyl-phenyl ring, while the <i>tert</i>-butyl group itself shows minor torsional disorder [major:minor occupancies are 0.760 (6):0.240 (6)]. The mol-ecular packing is dominated by van der Waals-type inter-actions, though weak C-H⋯F and C-H⋯O inter-actions lead to pleated layers parallel to the <i>ab</i> plane, which further stack along the <i>c</i>-axis direction. A Hirshfeld surface analysis confirms the prevalence of van der Waals inter-actions in crystal stabilization.
