mid	title	abstract
40064669	Occurrence, Removal, and Ecological and Human Health Risk Assessment of 18 Endocrine Disrupting Compounds in Wastewater Treatment Plants in Nanjing, China.	This study analyzed the characteristics of 18 endocrine disrupting compounds (EDCs) detected in four wastewater treatment plants in Nanjing, China. The removal efficiency, ecological and health risks of EDCs were evaluated. The results showed that EDCs were detected to different degrees, with prednisone as the main contributor, and the total concentrations of EDCs ranged from 532.89 to 8535.88 ng/L and 14.98 to 128.91 ng/L, respectively. Most of the EDCs were significantly decreased after secondary treatment, with removal efficiencies ranging from 9.7% to 100%. The ecological risk assessment showed that trenbolone and norethindrone had the highest risk quotients and posed a high risk to aquatic organisms. The health risk evaluation suggested that the health risk values in the cases of adult drinking water route, children's drinking water route, and adult exposure route were all less than 1, indicating that EDCs did not pose significant non-carcinogenic health hazards to humans.
40064439	Reshaped local microbiology metabolism by raw tea according to pile fermentation in the dark tea.	Traditionally, the mechanism of dark tea quality formation has centered on microorganisms, with quality regulated by manipulating microorganisms and their fermentation environment. Nevertheless, raw teas, the natural selective medium of microbial community, was completely ignored in the formation of dark tea unique flavors.
40064349	Distribution and Accumulation Dynamics of Fungicide Azoxystrobin in the Soil-Plant System.	Azoxystrobin is a widely used fungicide belonging to the strobilurin group, primarily employed to control a range of fungal diseases in crops, including pepper (Capsicum annuum L.). As a systemic pesticide, it effectively inhibits mitochondrial respiration in fungi, thereby preventing their growth and spread. However, concerns have emerged regarding its environmental persistence and potential bioaccumulation in soil-plant systems. This study conducted a field study and utilized HPLC-MS/MS for sample analysis, investigating the distribution and accumulation dynamics of azoxystrobin in the soil-plant system, with a focus on its behavior in different soil depths and plant tissues. The results show that pesticide concentration in the shoots remained consistently low throughout the observation period. In contrast, the concentration in roots gradually increased over time, with a peak observed in the top soil around the 10th day (16.56 mg/kg), followed by a rapid decrease to 1.44 mg/kg by the 14th day after application. The pesticide concentration in the subsurface soil remained relatively stable, reaching 0.91 mg/kg by the 35th day. The percentage distribution of pesticides in different parts of the system was as follows: top soil > subsurface soil > roots > shoots. The biological concentration factor (BCF) was greater than 1 during the early and middle-late growth stages, and both the biological accumulation coefficient (BAC) and translocation factor (TF) remained consistently below 1. This study highlights the role of the top soil as a primary pesticide reservoir and suggests limited translocation efficiency from roots to shoots. This pattern of accumulation could have significant implications for environmental health by indicating potential risks of pesticide persistence in the soil, emphasizing the need for further research on optimizing agricultural practices to mitigate pesticide accumulation in the environment.
40064255	Pesticide-fertilizer synergistic alginate-based hydrogel for enhanced pesticide retention and nutrient optimization against apple Valsa canker.	The prevalence of apple Valsa canker (AVC) poses a significant threat to the vitality of apple trees, jeopardizing the progress of the apple industry. Current strategies have proven inadequate in managing the disease effectively due to challenges such as extended duration and frequent relapses, especially low-adhesion vertical target. Herein, we introduce a pesticide-fertilizer synergistic alginate-based hydrogel (P&F-Gel) to enhance long-term pesticide retention and offer nutrient supplementation without labor-intensive practices. By sequentially spraying a suspension concentrate with sodium alginate (SA) as thickening agent, followed by a cross-linked fertilizer (CCF) dominated by Ca<sup>2+</sup> and other nutrient, rapid in-situ gelation is achieved on the low-adhesion vertical xylem surface. P&F-Gel demonstrates strong in-situ adhesion, long-term retention, and flush resistance, with temperature-triggered pesticide release making it suitable for field applications in humid and warm climates where AVC often breaks out. Additionally, P&F-Gel exhibits superior antifungal efficacy in vitro and in orchard, due to its capacity to isolate oxygen and inhibit fungal proliferation. Overall, our P&F-Gel represents the first use of a hydrogel strategy in trunk treatment, which provided a possibility to control AVC without intensive labor and protect apple trees from recurrence for over 6 months, paving the way for modern sustainable agriculture.
40063867	Impact of mass drug administration with ivermectin, diethylcarbamazine, and albendazole for lymphatic filariasis on hookworm and Strongyloides stercoralis infections in Papua New Guinea.	Persons with lymphatic filariasis (LF) are often co-infected with soil-transmitted helminths. A single co-administered dose of ivermectin/diethylcarbamazine/albendazole (IDA) is recommended by WHO for mass drug administration (MDA) for LF instead of diethylcarbamazine/albendazole (DA) in Papua New Guinea (PNG). We compared the effectiveness of a single round of MDA with IDA or DA on hookworm and strongyloidiasis in PNG.
40063805	Sequential evolution of resistance by western corn rootworm to multiple <i>Bacillus thuringiensis</i> traits in transgenic maize.	Transgenic crops that produce insecticidal toxins derived from the bacterium <i>Bacillus thuringiensis</i> (Bt) are grown worldwide to manage insect pests. Western corn rootworm is a serious pest of maize in the United States and is managed with Bt maize. In the United States, the commercial cultivation of a Bt crop requires an accompanying resistance-management strategy to delay the evolution of Bt resistance. One of the primary resistance-management strategies consists of non-Bt refuges along with a Bt crop that produces two Bt toxins (i.e., a pyramid) that kill the same pest species. This approach delays resistance because individuals with resistance to one toxin are killed by the second. However, if a pest species is resistant to one toxin in a pyramid, the effectiveness of a pyramid to delay resistance is compromised, potentially leading to the evolution of resistance to both toxins. Here, we apply a meta-analysis to demonstrate the sequential evolution of resistance by western corn rootworm to Bt maize producing Cry3Bb1 followed by resistance to Gpp34/Tpp35Ab1 maize, with resistance to each Bt toxin increasing in a linear manner over time. Additionally, we show that Bt-resistant western corn rootworm imposed substantial feeding injury, in the field, to maize containing a pyramid of Gpp34/Tpp35Ab1 and Cry3Bb1. To minimize the risk of sequential evolution of resistance to multiple transgenic traits, an emphasis should be placed on developing transgenic pyramids not compromised by prior resistance, and in cases where resistance is already present, larger non-Bt refuges and more diversified pest-management approaches should be applied.
40063644	Leishmaniasis in deployed military populations: A systematic review and meta-analysis.	Leishmaniasis affects military personnel deployed to endemic areas following exposure to sand flies infected with the protozoa Leishmania. This systematic review and meta-analysis of data specific to military populations aims to identify knowledge gaps to mitigate sand fly exposure and Leishmania transmission during deployments. The review was registered on PROSPERO (CRD42023463687). Random-effects meta-analyses and narrative synthesis were performed. Thirty-six studies were included, most of which reported on cutaneous leishmaniasis (CL), showing a mean cumulative incidence of 10% (95% CI: 5-16), suggesting higher rates in the Eastern Mediterranean region (14% [95% CI: 12-16]) compared to the African region (8%) and American region (9%). Asymptomatic Leishmania infection had a cumulative incidence of 11% (95% CI: 6-17), with higher rates in Eastern Mediterranean countries (20% [95% CI: 14-25]). Diagnosis involved parasitological, serological, and molecular methods, with L. (L) mexicana and L. (V.) braziliensis identified as the predominant CL pathogens in deployed troops in the Americas. Visceral leishmaniasis cases were less frequent, all reported from the Eastern Mediterranean and associated with the Leishmania donovani/infantum complex; whereas CL cases in the Old World were due predominantly to L. major and L. tropica. Regular use of long-lasting insecticidal nets to mitigate sand fly exposure demonstrated high potential effectiveness than other reported personal protective measures (PPMs) which yielded mixed or inconclusive results. In summary, the systematic review revealed the substantial variability between study designs and statistical integrity. There is need for more consistent and robustly designed studies including well-define controls and replication. Future studies would be advised to explore the long-term effectiveness and practicality of PPMs, both individually and in combination, across diverse deployment settings.
40063614	Genome-wide association analysis of Septoria tritici blotch for adult plant resistance in elite bread wheat (Triticum aestivum L) genotypes.	Septoria tritici blotch (STB) is a predominant foliar disease of wheat, caused by the pathogen Zymoseptoria tritici. This disease can lead to substantial yield losses warranting control by using expensive fungicides. One effective method of STB control is the utilization of resistant wheat varieties. In this particular study, a panel comprising of 186 bread wheat genotypes was assessed for their adult plant resistance (APR) to STB. Field trials were conducted across five environments in Ethiopia during the 2022 and 2023 growing seasons under natural infestation conditions. The association panel was genotyped using 20K single nucleotide polymorphism (SNP) markers. To determine the relationship between genetic markers and STB resistance, a mixed linear model (MLM) analysis was performed using the statgen GWAS R software package. Heritability estimates for STB resistance ranged from 0.39 to 0.95, underscoring the genetic variability and the potential for selection. The study identified 52 marker-trait associations (MTAs) for STB resistance at maturity (SDSM) and 62 MTAs at heading (SDSH). Chromosome 5A contains a high concentration of MTAs that confer resistance to STB, hosting multiple significant MTAs, including four consistently associated markers ('Kukri_c10033_724', 'RAC875_rep_c116420_103', 'TG0019', and 'RAC875_c30566_230'). Additionally, chromosomes 1B, 2B, 5B, and 7A were found to harbor important MTAs, contributing to resistance across various environments. Notably, two QTLs, qtSTB23 (5A) and qtSTB38 (7B), exhibited stability across multiple environments, making them robust candidates for breeding programs. Furthermore, novel resistance loci on chromosome 2A were discovered, offering new opportunities for enhancing resistance. Therefore, these findings provide an opportunity for improving STB resistance through gene stacking using marker-assisted selection (MAS).
40063342	Evaluation of in vivo fish and amphibian endocrine test guideline assays: current status and future needs.	Endocrine pathways are crucial in regulating physiological functions in organisms, including growth and development, metabolism, tissue function, and reproduction. Exposure to endocrine disrupting chemicals (EDCs) can interfere with normal hormonal function and lead to adverse effects in organisms and/or their offspring. As a result, regulatory testing and assessment requirements have been implemented to identify and regulate EDCs-defined by the World Health Organization as chemicals that alter the function of an endocrine system and cause "subsequent adverse effects in an intact organism, its progeny, or (sub)populations" - although the approaches taken for assessment vary worldwide. As such, the current typical ecotoxicological assessment paradigm for EDCs involves initial testing for endocrine activity using in vitro and lower-tier in vivo assays, followed by higher-tier in vivo testing which can provide additional endocrine mechanistic data and establishes any consequent adversity. The Organisation for Economic Cooperation and Development and the United States Environmental Protection Agency, among other entities, have validated and adopted standardized in vivo test guidelines for mammals, fish, and amphibians. These tests can be challenging and take months to perform, and many require the use of large numbers of laboratory animals. This paper summarizes the current state of the science for evaluating the endocrine disrupting potential of chemicals in fish and amphibians using in vivo test guideline assays across the estrogen, androgen, thyroid, and steroidogenesis modalities. Current challenges associated with conducting and interpreting the in vivo assays are discussed. Opportunities and potential next steps to strengthen this growing area of testing are explored, including potential to inform development and application of new approach methodologies and thereby reduce reliance on using laboratory animals.
40063328	Broad-spectrum antimicrobial properties of linalool: supporting its pharmacological use in chronic wound infections by pathogens within the ESKAPE group and polymicrobial biofilms.	Chronic wound infections are caused by biofilm forming opportunistic pathogenic bacteria. The persistence of infection, co-infecting pathogens and prolonged use of antibiotics promote antibiotic resistance hampering healing process due to increased inflammation. Hence, we tested the broad range antibacterial activity of linalool, a bioactive monoterpene commonly present in many essential oils having anti-inflammatory and antimicrobial activities to target different opportunistic pathogens commonly found in the chronic wound. We included some of the common pathogens such as Acinetobacter baumannii, Escherichia coli, Enterococcus faecalis, Klebsiella pneumoniae, Pseudomonas aeruginosa, and Staphylococcus aureus, to study the broad range antimicrobial efficacy of linalool. The in vitro effect of linalool on biofilm was quantified in pre-treatment, post-treatment, repetitive treatment, and polymicrobial biofilm scenarios. Time-kill and XTT (2,3-bis [2-methyloxy-4-nitro-5-sulfophenyl]-2 H-tetrazolium-5-carboxanilide) assays were performed to confirm the efficacy of linalool against wound infections, and these results were further validated using simulated wound exudates medium (WEM) which mimics the wound environment. The mechanism of bactericidal action was determined using assays for membrane integrity and oxidative stress. The results indicated the broad range antimicrobial activity of linalool with minimum inhibitory concentration (MIC) ranging from 2.5 to 5 µL/mL against E. coli, A. baumannii, E. faecalis, S. aureus, and K. pneumoniae, while for P. aeruginosa the MIC was 20 µL/mL. Linalool was most effective against E. coli, E. faecalis, K. pneumoniae, A. baumannii, and S. aureus, and could inhibit the growth and biofilm by more than 90% and 80%, respectively, at 5 µL/mL. The XTT assay confirmed the MIC results, showing a significant reduction in the metabolic activity of the pathogens (p < 0.001). In the simulated WEM similar response of the bacteria to linalool treatment was observed. At 5 to 20 µL/mL concentrations, linalool significantly inhibited the polymicrobial biofilm consisting of P. aeruginosa, A. baumannii, and S. aureus in two species combinations. The mechanism of bactericidal action was associated with the increased reactive oxygen species production and disruption in the membrane integrity leading to release of cellular content. The anti-inflammatory activity of linalool, assessed using the albumin denaturation method showed significant activity at the tested concentrations. In conclusion, the findings suggest the therapeutic potential of linalool in treating biofilm associated chronic wound infections due to its versatile broad spectrum activity.
40063176	Alleviation of glyphosate-induced toxicity by Horseradish tree (Moringa oleifera) Leaf extract and phytase in Nile Tilapia (Oreochromis niloticus) highlighting the antioxidant, anti-inflammatory, and anti-apoptotic activities.	The danger posed by waterborne toxicity from herbicides endangers the aquatic ecosystem. Using dietary medicinal herbs is a useful approach to mitigate the effects of herbicide toxicity on aquatic animals. This study attempts to examine the consequences and potential mechanisms behind the dietary addition of horseradish tree (Moringa oleifera) leaf extract (MOLE) with the help of phytase addition to check the overall growth performance, biochemical changes, histological alteration, and gene expression in normal and after glyphosate challenge in Nile tilapia. A total number of 135 Nile tilapia fish (7.93 ± 0.03 g) were randomly assigned into three groups each in triplicate. The first group is the control group and fed basal diet; the second group supplied with MOLE (200 mg of extract/kg), and the third group was supplied with MOLE (200 mg /kg), and phytase (0.2g/ kg) for 8 weeks. After the feeding trial, each experimental group was divided into two subgroups to be unchallenged and challenged with glyphosate (30 mg/L of water). The results declared significant enhancements (P < 0.05) in Weight Gain Percent (WG%), Specific growth rate (SGR), and Protein efficiency ratio (PER) and reducing feed conversion ratio (FCR) with up-regulating hepatic gh, igf1,myogenine, intestinal ghrelin and NPY in fish groups fed MOLE and phytase compared with the control group. Moreover, improving the hepatic antioxidant capacity while down-regulating hepatic igf1bp, myostatin. Interstingly, MOLE and phytase lightened glyphosate-induced biochemical alterations, antioxidants, apoptosis, and inflammation-associated genes compared to the glyphosate-challenged group. Interestingly, UPLC-ESI-MS/MS analysis recognized 16 compounds encompasing two glucosinolates, three flavonoids, one phenolic and three alkaloids in addition to four fatty acids, a terpenoid, one phytate and an aromatic glycoside. These components might be accountable for the potential effects exerted by MOLE. Therefore, the current study suggests that dietary supplementation to MOLE and phytase can be used as substitute feed supplements in sustainable farming of Nile tilapia to defend against glyphosate challenges and enhance growth, antioxidant capacity, exerting anti-inflammatory and antiapoptotic effects under normal health conditions or post glyphosate challenge.
40062997	Polyoxometalates for the catalytic reduction of nitrogen oxide and its derivatives: from novel structures to functional applications.	Nitrogen oxide and its derivatives, including nitroaromatic hydrocarbons and various other nitro compounds, are commonly used in industrial applications such as synthesizing drugs, dyes, pesticides, and explosives. However, these compounds are also highly toxic to the environment. Their long-term accumulation can significantly affect air and water quality and disrupt ecosystems. Thus, efficiently converting these harmful compounds into more valuable products through catalytic processes is an urgent challenge in chemical catalysis. In this regard, polyoxometalates (POMs) have emerged as promising inorganic molecular catalysts for the reduction of nitrogen oxide and its derivatives. Their unique structure, excellent redox properties, and versatile catalytic abilities contribute to their effectiveness. This review provides an overview of recent advancements in the POM-catalyzed reduction of nitrogen oxide and its derivatives, focusing on reducing nitroaromatic hydrocarbons and nitrogen oxides. Additionally, we discuss the reaction mechanisms involved in the catalytic process, explore the potential of POMs' structural features for the rational design and optimization of catalytic performance, and highlight future directions for developing POM-based catalysts.
40062965	Toxicokinetics for organ-on-chip devices.	Organ-on-chip (OOC) devices are an emerging New Approach Method in both pharmacology and toxicology. Such devices use heterotypic combinations of human cells in a micro-fabricated device to mimic <i>in vivo</i> conditions and better predict organ-specific toxicological responses in humans. One drawback of these devices is that they are often made from polydimethylsiloxane (PDMS), a polymer known to interact with hydrophobic chemicals. Due to this interaction, the actual dose experienced by cells inside OOC devices can differ strongly from the nominal dose. To account for these effects, we have developed a comprehensive model to characterize chemical-PDMS interactions, including partitioning into and diffusion through PDMS. We use these methods to characterize PDMS interactions for 24 chemicals, ranging from fluorescent dyes to persistent organic pollutants to organophosphate pesticides. We further show that these methods return physical interaction parameters that can be used to accurately predict time-dependent doses under continuous-flow conditions, as would be present in an OOC device. These results demonstrate the validity of the methods and model across geometries and flow rates.
40062941	A systematic review of the relation between ten potential occupational sensitizing exposures and asthma.	The aim of this systematic review was to identify, evaluate, and synthesize the relation between ten potential occupational sensitizing exposure groups and asthma.
