pmid	title	abstract	label	text_label
30125205	Detection and Characterization of QoI-Resistant Phytophthora capsici Causing Pepper Phytophthora Blight in China.	Phytophthora capsici is a highly destructive plant pathogen that has spread worldwide. To date, the quinone outside inhibitor (QoI) azoxystrobin has been the choice of farmers for managing this oomycete. In this study, the sensitivity of 90 P. capsici isolates collected from Yunnan, Fujian, Jiangxi, Zhejiang, and Guangdong in southern China to azoxystrobin was assessed based on mycelial growth, sporangia formation, and zoospore discharge. Furthermore, the mitochondrial cytochrome b (cytb) gene from azoxystrobin-sensitive and -resistant P. capsici isolates was compared to investigate the mechanism of QoI resistance. The high values for effective concentration to inhibit 50% of mycelial growth and large variation factor obtained provide strong support for the existence of azoxystrobin-resistant subpopulations in wild populations. The resistance frequency of P. capsici to azoxystrobin was greater than 40%. Sensitive P. capsici isolates were strongly suppressed on V8 medium plates containing azoxystrobin supplemented with salicylhydroxamic acid at 50 µg ml-1, whereas resistant isolates grew well under these conditions. Multiple alignment analysis revealed a missense mutation in the cytb gene that alters codon 137 (GGA to AGA), causing an amino acid substitution of glycine to arginine (G137R). The fitness of the azoxystrobin-sensitive isolate is similar to that of the G137R mutant. Additionally, the P. capsici isolates used in this study exhibited decreased sensitivity to two other QoI fungicides (pyraclostrobin and famoxadone). Necessary measures should be taken to control this trend of resistance to QoI that has developed in P. capsici in southern China.	1	pesticide
30125850	Pesticides related to land use in watersheds of the Great Lakes basin.	In this study, we evaluated the distribution and concentrations of a range of neonicotinoid insecticides (NNIs) and other insecticides, fungicides, biocides and selected herbicides in watersheds that drain into the lower Great Lakes in Ontario, Canada. Polar Organic Chemical Integrative Samplers (POCIS) were deployed in 18 watersheds during late May to late June of 2016. Grab samples were also collected in 7 of these watersheds. There was generally good agreement between the time-weighted average concentrations of pesticides estimated from the POCIS and the concentrations detected in grab samples. The NNIs, thiamethoxam, clothianidin and imidacloprid, were present in several watersheds at concentrations that exceeded the Canadian Water Quality Guideline for imidacloprid of 0.23 μg/L. The new generation insecticides, flonicamid and flupyradifurone were also detected in some watersheds, which is the first report of these pesticides in the peer-reviewed literature. Atrazine, 2,4-D, dicamba, carbendazim, thiophanate methyl and several azole-based fungicides were also widely detected. Discriminant Function Analysis (DFA) indicated that a high proportion (i.e. >80%) of the watersheds could be discriminated from each other on the basis of the pattern of pesticides detected in surface waters, and the proportion of field crops in the watershed.	1	pesticide
30128723	Characteristics of AccSTIP1 in Apis cerana cerana and its role during oxidative stress responses.	Various environmental stresses, such as heat shock, heavy metals, ultraviolet (UV) radiation and different pesticides, induce a cellular oxidative stress response. The cellular oxidative stress response is usually regulated by heat shock proteins (Hsps) acting as molecular chaperones. Stress-induced phosphoprotein 1 (STIP1), one of the most widely studied co-chaperones, functions as an adaptor that directs Hsp90 to Hsp70-client protein complexes. However, the biological functions of STIP1 remain poorly understood in honeybee (Apis cerana cerana). In this study, AccSTIP1 was identified in Apis cerana cerana. AccSTIP1 transcription was found to be induced by heat (42 °C), HgCl2, H2O2 and different pesticides (emamectin benzoate, thiamethoxam, hexythiazox and paraquat) and inhibited by CdCl2, UV and kresoxim-methyl. Moreover, western blot analysis indicated that the expression profiles of AccSTIP1 were consistent with its transcriptional expression levels. The disc diffusion assay showed that chemically competent transetta (DE3) bacteria expressing a recombinant AccSTIP1 protein displayed the smaller death zones than did control bacteria after exposure to paraquat and HgCl2. The DNA nicking assay suggested that recombinant purified AccSTIP1 protected supercoiled pUC19 plasmid DNA from damage caused by a thiol-dependent mixed-function oxidation (MFO) system. After knocking down AccSTIP1 gene expression via RNA interference (RNAi), the transcript levels of antioxidation-related genes were obviously lower in dsAccSTIP1 honeybees compared with those in the uninjected honeybees. Collectively, these results demonstrated that AccSTIP1 plays an important role in counteracting oxidative stress. This study lays a foundation for revealing the mechanism of AccSTIP1 in the Apis cerana cerana antioxidant system.	1	pesticide
30142450	Glyphosate-based herbicides modulate oxidative stress response in the nematode Caenorhabditis elegans.	Glyphosate-based formulation is used as non-selective and post-emergent herbicides in urban and rural activities. In view of its recurring applications in agricultural producing countries, the increase of glyphosate concentration in the environment stresses the need to test the adverse effects on non-target organisms and assess the risk of its use. This paper analyzes the toxicological and oxidative stress and modulatory effects of a glyphosate commercial formulation (glyphosate F) on the nematode Caenorhabditis elegans. We detected ROS production and enhancement of oxidative stress response in glyphosate F-treated nematodes. Particularly, we found an increased ctl-1 catalase gene expression of a catalase specific activity. In addition, we showed that glyphosate F treatment activated the FOXO transcription factor DAF-16, a critical target of the insulin/IGF-1 signaling pathway, which modulates the transcription of a broad range of genes involved in stress resistance, reproductive development, dauer formation, and longevity. In summary, the exposure of glyphosate F induces an oxidative imbalance in C. elegans that leads to the DAF-16 activation and consequently to the expression of genes that boost the antioxidant defense system. In this regard, clt-1 gene and catalase activity proved to be excellent biomarkers to develop more sensitive protocols to assess the environmental risk of glyphosate use.	1	pesticide
30145949	Evaluation of the TOM-CAST Forecasting Model in Asparagus for Management of Stemphylium Leaf Spot in Ontario, Canada.	In the last 5 years, asparagus acreage in Canada has increased by over 25%. Stemphylium leaf spot, caused by Stemphylium vesicarium, has emerged as the predominant foliar pathogen of asparagus. Typically, contact fungicides are applied every 14 days; however, regardless of the number of applications, growers are not achieving adequate control of the disease. The TOM-CAST forecasting model is used widely in Michigan asparagus fields, but it has never been assessed for suitability in Ontario or in the popular cultivar, Guelph Millennium. Six field trials were conducted in 2012 and 2013 to evaluate the TOM-CAST forecasting model in two asparagus cultivars. The fungicides chlorothalonil or azoxystrobin/difenoconazole were applied according to the forecasting model or on a 14-day interval. The effectiveness of the forecasting model differed between sites and cultivars. Even though TOM-CAST is used in all cultivars in Michigan, TOM-CAST was not effective on Guelph Millennium. In the cultivar Jersey Giant, however, TOM-CAST with a 20 disease severity value spray interval improved control of Stemphylium leaf spot without increasing the number of sprays, compared with a 14-day treatment. The results in Guelph Millennium differed between sites. At one site, TOM-CAST maintained similar levels of Stemphylium leaf spot, but increased the number of applications, compared with a 14-day application interval. Of more concern, none of the fungicide treatments differed greatly from the untreated control at the other site. Our results show that forecasting models need to be validated locally in asparagus cultivars relevant to production today.	1	pesticide
30174036	Simultaneous determination of ten neonicotinoid insecticides and two metabolites in honey and Royal-jelly by solid-phase extraction and liquid chromatography-tandem mass spectrometry.	An analytical method based on liquid chromatography-tandem mass spectrometry (LC-MS/MS) method was developed for the first simultaneous determination of ten neonicotinoid insecticides (pymetrozine, dinotefuran, nitenpyram, thiamethoxam, flonicamid, imidacloprid, clothianidin, imidaclothiz, acetamiprid, thiacloprid) and two metabolites (4-trifluoromethylnicotinamide and N-desmethylacetamiprid) in honey and royal-jelly. The quantitative detection was performed by LC-MS/MS on multiple reaction monitoring (MRM) mode under positive-ion electrospray ionization. The isotope dilution internal standard method or external standard method was used for quantitation analysis. The limits of quantification (LOQs), calculated as 10 times the standard deviation, were 0.25-5.0 µg kg-1 for ten neonicotinoid insecticides and two metabolites. The average recoveries were in the range of 72.8-106.5%, with relative standard deviations (RSDs) below 13.8%, measured at three concentration levels. The developed method exhibits a high sensitivity and suitable for the simultaneous determination of neonicotinoid insecticides and metabolites in honey and royal-jelly.	1	pesticide
30195392	Mesotrione herbicide does not cause genotoxicity, but modulates the genotoxic effects of Atrazine when assessed in mixture using a plant test system (Allium cepa).	Mesotrione (MES) is an herbicide from the triketone family and has been used as an alternative to Atrazine (ATZ), which was banned in some countries due to its toxicity to non-target organisms. Despite being considered an eco-friendly herbicide, data from the literature about the harmful effects of MES in its pure form and/or in combination with other herbicides is still scarce. Aimed at assessing the potential of MES to induce cell death and DNA damage, seeds of Allium cepa (higher plant, monocotyledon) were exposed to this herbicide, pure and in mixture with ATZ, and the number of dividing cells (cytotoxicity), chromosomal aberrations (CA, genotoxicity) and micronuclei (MN, mutagenicity) were then quantified. The pure MES (1.8 to 460 μg/L) did not show either cytotoxicity or genotoxicity/mutagenicity under the tested conditions. The genotoxicity of ATZ (1.5 to 400 μg/L), previous reported in the literature, was confirmed herein. The assessment of MES + ATZ mixtures (1.8 + 1.5; 7 + 6.25; 30 + 25 μg/L, respectively) showed that MES, at low concentrations, enhance the genotoxicity of ATZ (potentiation), since the significant frequencies of CA and MN were greater than the ones expected in additive effects. Taking together, MES in its pure form seems to be a safe alternative to ATZ regarding the capacity to damage (at cellular and DNA levels) non-target plants (Monocots); however, MES in combination with ATZ appeared to act as a co-mutagen at low concentrations.	1	pesticide
30216815	Field evolved resistance to pyrethroids, neonicotinoids and biopesticides in Dysdercus koenigii (Hemiptera: Pyrrhocoridae) from Punjab, Pakistan.	The red cotton bug, Dysdercus koenigii (Fabricius) is an important emerging economic pest of cotton, Gossypium hirsutum Linnaeus in Pakistan. Insecticides are the primary management tactics to suppress populations of this pest. However, resistance to insecticides evolves due to substantial and repeated applications. The resistance to pyrethroids, neonicotinoids and biopesticides have been evaluated in many pests worldwide, nevertheless lack of information in D. koenigii. Therefore, the aforementioned insecticide resistance in five field populations of D. koenigii collected from Multan, Makhdoom Rashid, Jahanian, Lodhran and Vehari districts of Punjab, Pakistan during 2015-2017 was determined by using seed dip method. Based on the present results, D. koenigii has developed moderate to very high resistance to acetamiprid (RR = 33-433) and imidacloprid (RR = 21-173), low to high resistance to emamectin benzoate (RR = 14-52), and very low to high resistance to spinosad (RR = 4.13-54), compared to the susceptible population. However, all field populations of D. koenigii remained susceptible to deltamethrin (RR = 0.62-2.17) and lambda-cyhalothrin (RR = 0.91-1.97). A rotational use of pyrethroids with provision of other integrated pest management tactics is recommended to manage insecticide resistance in D. koenigii.	1	pesticide
30228990	Insecticide Resistance and Its Intensity in Populations of Malaria Vectors in Colombia.	Insecticide resistance in malaria vectors threatens malaria prevention and control efforts. In Colombia the three primary vectors, Anopheles darlingi, An. nuneztovari s.l., and An. albimanus, have reported insecticide resistance to pyrethroids, organophosphates, carbamates, and DDT; however, the insecticide resistance monitoring is not continuous, and the data on the prevalence of resistance is scarce and geographically limited. We describe the resistance levels and intensity of previously detected resistant populations among primary malaria vectors from the most endemic malaria areas in Colombia. The study was carried out in 10 localities of five states in Colombia. Bioassays were carried out following the methodology of CDC Bottle Bioassay using the discriminating concentration and in order to quantify the intensity the specimens were exposed to 2, 5, and 10X discriminating concentrations. Five insecticides were tested: deltamethrin, lambda-cyhalothrin, alpha-cypermethrin, permethrin, and DDT. The results provide evidence of low resistance intensity and resistance highly localized to pyrethroids and DDT in key malaria vectors in Colombia. This may not pose a threat to malaria control yet but frequent monitoring is needed to follow the evolution of insecticide resistance.	1	pesticide
30229068	The assembled transcriptome of the adult horn fly, Haematobia irritans.	The horn fly, Haematobia irritans irritans (Linnaeus, 1758; Diptera: Muscidae), a hematophagous external parasite of cattle, causes considerable economic losses to the livestock industry worldwide. This pest is mainly controlled with insecticides; however, horn fly populations from several countries have developed resistance to many of the products available for their control. In an attempt to better understand the adult horn fly and the development of resistance in natural populations, we used an Illumina paired-end read HiSeq and GAII approach to determine the transcriptomes of untreated control adult females, untreated control adult males, permethrin-treated surviving adult males and permethrin + piperonyl butoxide-treated killed adult males from a Louisiana population of horn flies with a moderate level of pyrethroid resistance. A total of 128,769,829, 127,276,458, 67,653,920, and 64,270,124 quality-filtered Illumina reads were obtained for untreated control adult females, untreated control adult males, permethrin-treated surviving adult males and permethrin + piperonyl butoxide-treated killed adult males, respectively. The de novo assemblies using CLC Genomics Workbench 8.0.1 yielded 15,699, 11,961, 2672, 7278 contigs (≥ 200 nt) for untreated control adult females, untreated control adult males, permethrin-treated surviving adult males and permethrin + piperonyl butoxide-treated killed adult males, respectively. More than 56% of the assembled contigs of each data set had significant hits in the BlastX (UniProtKB/Swiss-Prot database) (E <0.001). The number of contigs in each data set with InterProScan, GO mapping, Enzyme codes and KEGG pathway annotations were: Untreated Control Adult Females - 10,331, 8770, 2963, 2183; Untreated control adult males - 8392, 7056, 2449, 1765; Permethrin-treated surviving adult males - 1992, 1609, 641, 495; Permethrin + PBO-treated killed adult males - 5561, 4463, 1628, 1211.	1	pesticide
30239593	Evaluation of Dermal Exposure to the Herbicide Alachlor Among Vegetable Farmers in Thailand.	Vegetable farmers applying the herbicide alachlor may be highly exposed through dermal contact when spraying. Dermal patches were attached to 10 locations on the farmers' skin when they mixed and applied alachlor in vegetable farming areas in Thailand. Measurements were made on farmers using either a backpack sprayer with a 2 stroke gasoline motor and fan or a battery operated pump. Forty-seven vegetable farmers in Bungphra subdistrict of Thailand participated in this study. Both motorized and battery pump backpack sprayers wearing long-sleeve shirts had significantly lower alachlor concentrations on the dermal patches under their long-sleeve shirts compared to those who wore only short-sleeve shirts, regardless of the sprayer type. Moreover, sprayers wearing long pants had significantly lower alachlor concentrations on dermal patches placed under the pants on the lower legs than those wearing short pants, regardless of the sprayer type. The highest estimated alachlor exposures were found on the upper legs (median = 9.29 µg/h) for those using a 2 stroke engine/fan backpack sprayer and on the lower legs (2.87 µg/h) for those using the battery operated pump backpack sprayer. The estimated total body alachlor exposures of applicators using the 2 stroke engine/fan backpack sprayer (219.48 µg/h) were significantly higher than those using the battery operated pump backpack sprayer (15.50 µg/h). Using long-sleeve shirts as personal protection reduced alachlor exposures for the arms 97-99% and wearing long pants reduced alachlor exposure to the legs for 81-99%. Thus, training about the protection provided by clothing choices would be one step in improving the health and safety of Thai farmers.	1	pesticide
30245345	Effects of imidacloprid and a neonicotinoid mixture on aquatic invertebrate communities under Mediterranean conditions.	Neonicotinoid insecticides are considered contaminants of concern due to their high toxicity potential to non-target terrestrial and aquatic organisms. In this study we evaluated the sensitivity of aquatic invertebrates to a single application of imidacloprid and an equimolar mixture of five neonicotinoids (imidacloprid, acetamiprid, thiacloprid, thiamethoxam, clothianidin) using mesocosms under Mediterranean conditions. Cyclopoida, Cloeon dipterum and Chironomini showed the highest sensitivity to neonicotinoids, with calculated NOECs below 0.2 μg/L. The sensitivity of these taxa was found to be higher than that reported in previous studies performed under less warm conditions, proving the high influence of temperature on neonicotinoid toxicity. The short-term responses of the zooplankton and the macroinvertebrate communities to similar imidacloprid and neonicotinoid mixture concentrations were very similar, suggesting that the concentration addition model can be used as a plausible hyphotesis to assess neonicotinoid mixture effects in aquatic ecosystems. Long-term mixture toxicity assessments, however, should consider the fate of the evaluated substances in the environment of concern. As part of this study, we also demonstrated that Species Sensitivity Distributions constructed with chronic laboratory toxicity data and calculated (multi-substance) Potentially Affected Fractions provide an accurate estimation to asssess the ecotoxicologial risks of imidacloprid and neonicotinoid mixtures to aquatic invertebrate species assemblages.	1	pesticide
30251514	[Rapid determination of benzidine, picric acid, carbaryl, atrazine, and deltamethrin in surface water by ultra-performance liquid chromatography-tandem mass spectrometry].	A method requiring no pre-treatment steps other than filtration, using ultra-performance liquid chromatography-tandem mass spectrometry (UPLC-MS/MS), has been developed and applied for the rapid determination of benzidine, picric acid, carbaryl, atrazine, and deltamethrin residues in surface water. Water samples were filtered with a 0.2-μ m syringe filter for particle removal and injected directly into the UPLC instrument. The separation was performed on a Waters Acquity UPLC HSS T3 column utilizing a gradient elution program of methanol (containing 2 mmol/L ammonium acetate) and water (containing 2 mmol/L ammonium acetate) as the mobile phases at a flow rate of 0.4 mL/min. The detection was accomplished by multiple-reaction monitoring scanning in positive/negative ion-switching electrospray ionization mode. Good linearity was observed in the range 0.10-10.0 μ g/L or 1.00-100 μ g/L for different targets with correlation coefficients of 0.996-0.999. The limits of detection (LODs) were 0.01-0.22 μ g/L. The recoveries ranged between 81.4% and 113% at three spiked levels with relative standard deviations (n=6) between 0.84% and 14.0%. The developed method was applied to the analysis of surface waters (river water and reservoir water) from Hangzhou; atrazine and deltamethrin were detected in part of the analyzed samples. This proposed method was characterized by high sensitivity and precision, extensive analytical range, and a high analytical rate, and showed suitability for the analysis of the five named pollutants in surface water.	1	pesticide
30290195	Biological impacts of organophosphates chlorpyrifos and diazinon on development, mitochondrial bioenergetics, and locomotor activity in zebrafish (Danio rerio).	The objectives of this study were to compare the biological responses in developing zebrafish to two organophosphate insecticides, chlorpyrifos (CPF) and diazinon (DZN). Zebrafish embryos were exposed to either solvent control (0.1% DMSO, v/v), or one dose of 0.1, 1.0, 10.0 and 25.0 μM CPF, as well as one dose of 0.1, 1.0, 10.0 and 100.0 μM DZN for 96 h. CPF at 10.0 and 25.0 μM caused 70-80% and 100% mortality in embryos after 96 h exposure, whereas embryos treated with 10.0 and 100.0 μM DZN showed 30-40% and 70-80% lethality. CPF at 10.0 μM significantly decreased cumulative hatching rate, whereas hatching rate was significantly reduced in embryos treated with 100.0 μM DZN. Spinal lordosis was primarily observed in larvae exposed to 1.0 and 10.0 μM CPF, whereas pericardial edema was mainly detected with 10.0 and 100.0 μM DZN exposure. Embryo exposed to 1.0, 10.0 and 25.0 μM CPF exhibited no mitochondrial dysfunction; exposure to 100.0 μM DZN significantly inhibited mitochondrial bioenergetics. To determine if CPF and DZN affected larval activity, dark photokinesis response was assessed in larvae following 7 days exposure to 0.1 and 1.0 μM CPF, as well as to 0.1 1.0, and 10.0 μM DZN. Larvae exposed to 1.0 μM CPF showed hypoactivity, whereas the activity in the dark was not overtly changed in larvae exposed to DZN. In summary, CPF showed higher developmental toxicity compared to DZN. Moreover, based on the types of morphological deformities noted, as well as differences in locomotor activity, we conclude that OPs have unique chemical-specific modes of action that can result in varied biological responses during early development.	1	pesticide
